Geneid	8FG1	8FG2	8FG3	8FS1	8FS2	8FS3	8MG1	8MG2	8MG3	8MS1	8MS2	8MS3	8WM1	8WM2	8WM3
latens_genome_00009142	72	59	88	56	110	44	20	4	22	28	36	82	669	334	409
latens_genome_00009144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009146	9979	15760	16602	7322	10061	7181	2533	3980	2078	2157	2029	2128	2010	4027	1988
latens_genome_00009148	68	52	40	162	160	150	26	12	42	140	104	196	305	256	193
latens_genome_00009149	28773	21029	26196	24748	22685	25811	4087	1524	4180	5522	6004	14959	33024	46648	30349
latens_genome_00009150	652	800	758	1074	1311	1198	327	198	399	637	964	1348	5805	4932	3248
latens_genome_00009152	24	10	22	88	68	58	14	24	10	104	130	146	368	154	162
latens_genome_00009154	384	177	137	2710	2123	2354	277	178	299	4581	7751	10896	14379	11794	9739
latens_genome_00009130	165	633	257	222	711	277	70	73	30	160	160	154	348	439	179
latens_genome_00009133	58	47	65	160	64	94	130	303	916	576	292	3427	121	57	109
latens_genome_00009135	831	852	772	17656	12030	11687	1045	344	588	10397	6109	20086	4624	3138	2927
latens_genome_00009136	36	12	10	14	6	0	139	72	26	28	68	28	536	296	75
latens_genome_00009137	14	10	19	32	0	24	756	704	227	301	254	193	550	128	371
latens_genome_00009138	29	9	6	42	68	27	82	19	31	33	68	78	243	258	316
latens_genome_00009139	31	34	14	180	304	104	165	360	47	114	204	159	255	146	98
latens_genome_00009140	16	4	20	34	18	28	76	203	155	66	80	62	52	16	30
latens_genome_00009143	439	132	197	803	728	1193	1143	1968	473	686	891	2280	2191	1663	1298
latens_genome_00009147	1103	140	340	450	68	148	23733	27876	11553	8570	8483	4583	5158	2433	2086
latens_genome_00009151	5096	7119	6086	5377	4585	3591	670	398	848	1464	1247	2532	1918	3221	1783
latens_genome_00009153	5108	14	812	2128	26	506	79361	51649	24722	20816	23605	15222	39650	16316	17084
latens_genome_00009155	972	32	204	300	58	140	18302	8955	5248	5254	4660	3045	8204	3178	3548
latens_genome_00009201	118	437	94	844	2803	945	289	214	266	1428	1674	2988	2560	2226	2518
latens_genome_00009202	664	496	836	2015	1660	2474	464	202	416	1368	2609	4175	14422	13344	11263
latens_genome_00009203	20	10	10	16	13	21	132	69	268	60	41	159	71	88	51
latens_genome_00009204	28	8	18	21	34	13	198	151	635	95	59	294	91	48	78
latens_genome_00009207	2292	1849	2296	1359	1491	1323	14436	5448	8784	4685	3191	4805	4910	2749	2430
latens_genome_00009209	38234	26639	37983	22158	21661	24375	7462	3309	3868	3088	3441	4961	18125	33226	17679
latens_genome_00009212	143	173	162	466	632	792	103	38	70	522	515	833	1273	1070	1084
latens_genome_00009215	23105	24721	25567	16629	14664	11715	4276	4354	2171	2873	3055	2079	4364	6830	4892
latens_genome_00009217	12869	17450	21565	9234	13192	9224	3620	6777	2393	2511	2746	1544	2359	4944	2046
latens_genome_00009218	34522	48760	38225	24917	29943	19023	7283	3526	3071	5714	3548	3635	11066	16889	9587
latens_genome_00009219	5180	7263	3715	15063	34758	27677	13943	9712	15639	15724	13529	34137	31440	30839	25870
latens_genome_00009221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009224	33985	15970	17999	18186	20716	13965	508484	450583	383752	234368	142928	176857	114431	63467	57352
latens_genome_00009206	11515	17178	16675	9866	11121	8434	3615	4523	2455	2533	3503	2770	4013	5360	2730
latens_genome_00009208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009213	330	506	498	344	426	298	34	28	54	38	52	76	321	292	98
latens_genome_00009214	43806	31206	39982	26107	28859	29093	9173	3613	6623	5910	5889	11567	36818	55246	35709
latens_genome_00009220	11515	13837	13201	8953	8089	6505	2458	1537	1817	947	1081	1219	2271	5223	2385
latens_genome_00009222	49677	39772	41660	30924	30544	25491	12834	3855	10821	6759	4757	13096	31963	46358	30538
latens_genome_00009225	16235	16532	13235	12749	15952	12042	9599	6708	7760	4774	4407	8791	12951	15158	10692
latens_genome_00009226	15679	19060	18060	14679	21914	31386	6915	6786	5557	9905	10432	41901	37012	32322	26904
latens_genome_00009205	10	28	19	35	26	17	0	4	7	11	0	0	70	81	8
latens_genome_00009216	7459	8762	8606	5062	5835	4740	2259	2695	1965	1816	1786	2069	2213	3302	1981
latens_genome_00009211	0	1	3	4	3	1	0	0	0	0	0	0	0	2	1
latens_genome_00009210	2	0	0	0	4	0	0	0	0	0	0	0	0	0	4
latens_genome_00009105	315	181	288	901	821	908	236	94	295	495	427	1611	3119	3147	2385
latens_genome_00009106	991	14	344	427	57	180	18648	25074	14708	7834	8403	7389	4338	2618	2142
latens_genome_00009108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009110	635	438	772	2395	2700	4349	1245	879	1301	1719	1080	6669	10848	5375	7094
latens_genome_00009116	2070	460	962	3896	2514	4058	818	616	603	1386	1742	3318	15922	14900	15323
latens_genome_00009117	36117	30803	32416	16548	18352	18609	6629	1959	5151	4128	3296	5957	21599	38859	21905
latens_genome_00009120	12	12	16	28	60	36	35	110	79	36	112	44	190	135	190
latens_genome_00009124	75	272	74	320	1417	317	149	38	36	579	230	722	9384	6521	4000
latens_genome_00009125	34	80	82	332	454	374	68	82	68	288	369	654	783	534	392
latens_genome_00009127	3929	1553	1696	14054	11141	14000	1534	2004	450	6393	8982	5397	8816	9173	9229
latens_genome_00009129	0	0	0	367	0	145	255	1028	59	18199	12984	3813	1693	1051	882
latens_genome_00009107	196	227	156	374	677	456	242	394	1022	457	672	845	823	659	610
latens_genome_00009111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009112	9435	5204	4629	31947	16412	24475	3090	1644	1203	24177	23255	27163	37819	32273	28203
latens_genome_00009113	6	22	0	206	186	206	30	22	12	336	298	520	468	248	346
latens_genome_00009114	6	0	4	8	14	18	0	0	18	30	38	30	52	16	30
latens_genome_00009115	161	144	68	452	837	1008	300	192	376	764	881	2636	1412	1099	885
latens_genome_00009118	1408	211	557	6801	2637	6743	4342	3065	934	9667	5380	4701	2194	1688	1529
latens_genome_00009119	1166	1319	1408	2560	3762	4095	766	596	534	1386	2375	2711	10230	9661	7681
latens_genome_00009121	136	202	109	882	1160	721	398	273	140	2523	1116	829	1422	1058	997
latens_genome_00009122	219	184	102	1190	882	847	190	61	70	867	1026	2568	5263	4770	3450
latens_genome_00009123	156	226	46	387	892	310	107	10	36	324	161	902	15927	10217	6176
latens_genome_00009126	2681	20	408	1650	413	915	41541	25264	20808	12651	13186	10631	14253	6349	5817
latens_genome_00009128	140	136	157	466	338	426	87	48	70	902	1347	1170	1722	1465	1080
latens_genome_00009175	10814	11321	11300	6315	6958	6141	3564	2028	2545	2370	2086	3368	7513	8783	7104
latens_genome_00009177	12767	17444	15887	9079	11809	7407	9710	6388	4944	5929	3594	3932	3944	5502	3518
latens_genome_00009179	790	475	352	2678	2300	2602	543	358	272	1587	2237	3476	2485	1984	1857
latens_genome_00009182	12310	17654	23829	7641	10318	11332	11284	6666	4816	5722	3580	7460	6117	7966	4675
latens_genome_00009183	2983	2450	3465	2109	1892	2363	660	256	4842	388	347	8516	1699	2436	1183
latens_genome_00009184	24	5	51	14	18	86	440	1204	534	218	199	203	205	96	135
latens_genome_00009186	2	3	10	4	0	5	6	1	4	4	5	36	3	0	2
latens_genome_00009188	506	245	402	3180	2812	3237	535	945	666	5843	6728	7945	1659	1667	1588
latens_genome_00009190	333	185	247	577	976	890	387	356	300	260	315	513	426	369	286
latens_genome_00009193	7323	7637	6071	6151	7401	6153	2240	981	2314	1438	1574	3116	10314	10611	6026
latens_genome_00009196	18921	16186	19247	14581	12019	12128	2532	975	1413	1605	1576	3090	10837	17536	9486
latens_genome_00009200	581	712	300	728	903	528	633	372	128	346	326	643	6207	4508	4111
latens_genome_00009176	2255	53	664	715	47	221	45673	81584	16900	23913	18411	6053	7483	3809	3578
latens_genome_00009178	1521	2004	1681	3220	5479	4329	1403	706	1021	2111	2884	6082	4759	3969	3247
latens_genome_00009180	14451	22324	22609	10774	15193	8775	2351	2760	442	1899	1952	567	2688	5242	2343
latens_genome_00009181	12713	19380	23290	9506	10767	11103	3243	5177	949	1431	1757	941	2597	5412	2107
latens_genome_00009185	34	21	27	17	13	63	47	51	43	23	26	41	259	211	121
latens_genome_00009187	11583	16291	19332	8701	11727	8119	1570	2317	2326	1381	1504	1921	2016	4347	1953
latens_genome_00009189	40	0	30	8	0	4	791	2602	1316	371	370	221	175	109	67
latens_genome_00009191	435	6	87	136	12	76	8045	8524	4695	2194	2800	1662	2315	1022	1073
latens_genome_00009192	2	0	6	14	19	25	11	7	14	9	25	91	49	54	43
latens_genome_00009194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009195	757	575	338	1093	1150	1239	1165	1471	319	1093	1269	1276	2566	2081	1828
latens_genome_00009197	24880	25138	24726	18846	17904	17395	17922	14347	12647	8098	8581	9230	18489	24477	14692
latens_genome_00009198	25243	28397	23691	23300	34716	22118	11291	4625	4763	6837	5472	10146	27998	29487	22625
latens_genome_00009199	34989	44241	40056	31631	43183	40475	20511	12803	15756	22579	15547	28484	27844	29436	28623
latens_genome_00009228	50111	61880	54279	40752	42278	25935	23040	11761	22770	31566	13363	25423	32297	34327	32981
latens_genome_00009230	49114	60834	48214	38125	33241	21522	21413	16792	13950	22260	12110	13144	13522	19478	14271
latens_genome_00009231	6313	8469	8419	4767	6573	4042	1876	2713	2470	2746	2368	2684	2286	3007	2023
latens_genome_00009233	514	638	381	2000	3465	1648	309	222	358	1126	1622	2909	6246	4401	4801
latens_genome_00009235	64476	67113	60619	49266	50716	40479	6007	2511	3996	2166	2433	4461	14041	38946	14817
latens_genome_00009239	57	106	109	96	115	86	20	23	2	32	58	9	274	344	42
latens_genome_00009242	48849	68332	67169	24822	42769	33164	11947	5804	12726	9665	8134	14085	38209	44429	33816
latens_genome_00009243	2072	796	1270	6256	4919	8557	1046	1088	1062	3595	5219	10953	8333	7431	6514
latens_genome_00009248	41	52	48	239	179	185	73	79	65	347	382	577	476	501	372
latens_genome_00009251	877	749	931	2937	2900	4383	832	792	1133	1735	2785	3889	4273	3153	3111
latens_genome_00009253	7575	4301	6257	17135	15347	22190	3086	2870	4869	5562	8082	19302	17082	19988	18411
latens_genome_00009255	205	44	50	98	84	70	28	18	14	92	130	90	120	108	84
latens_genome_00009227	17782	13693	14735	16331	15389	15866	5474	2501	3573	3701	3450	9610	17067	23455	13766
latens_genome_00009229	408	278	345	972	850	1114	396	154	383	1052	1018	2318	6102	4732	4258
latens_genome_00009232	127	99	178	65	142	60	528	417	1097	212	205	330	417	227	219
latens_genome_00009234	27957	29194	22577	19934	21661	16667	3866	1495	2201	1688	1683	2864	7974	12296	6610
latens_genome_00009236	2	0	4	2	2	14	0	0	0	4	3	0	25	26	2
latens_genome_00009237	40	26	32	190	240	258	64	61	30	208	360	378	428	255	248
latens_genome_00009238	2	2	0	6	20	12	2	2	2	8	8	12	103	98	52
latens_genome_00009240	2	0	3	3	4	6	0	0	0	2	8	4	22	10	9
latens_genome_00009241	396	456	917	333	387	786	44	38	21	107	117	31	453	351	392
latens_genome_00009244	936	650	595	3211	4099	3576	1004	479	600	2002	2227	3747	3646	3289	3410
latens_genome_00009245	1218	2780	1562	3945	10132	6937	2728	1294	4581	10431	3611	27695	12837	8484	15028
latens_genome_00009246	174	194	62	308	184	326	210	236	138	270	430	375	821	694	594
latens_genome_00009247	156	230	128	970	1300	992	146	138	190	1208	1748	2377	2740	2230	2194
latens_genome_00009249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009250	14	0	2	24	6	20	54	82	24	70	34	38	123	97	117
latens_genome_00009252	23439	20426	21830	21046	21962	24520	33761	12960	18735	15437	15324	23309	45051	42801	34676
latens_genome_00009254	488	448	331	1777	3400	2886	560	230	465	1646	1818	6589	5956	5346	4745
latens_genome_00009257	2327	858	1545	4227	3972	6363	10202	13385	5260	6347	7719	5026	5943	4518	4207
latens_genome_00009265	1127	1594	2528	15426	15774	17064	1857	1902	2409	18394	21292	28369	20011	15975	15651
latens_genome_00009266	3462	3444	4083	8713	13836	18802	1976	1263	2667	2830	4393	8681	17014	18673	15106
latens_genome_00009269	417	460	247	2056	3158	1386	570	352	402	1135	1717	2572	13197	11409	15104
latens_genome_00009271	20542	17635	15054	17425	18487	14499	3216	1317	1915	1423	1739	2798	8379	14667	7155
latens_genome_00009272	5306	1179	2239	10658	5974	11186	2114	1681	1688	4102	4505	6939	6080	5741	5077
latens_genome_00009273	318	68	190	577	402	629	183	30	12	261	236	234	1557	916	722
latens_genome_00009275	212	472	242	1288	2645	1507	206	116	162	919	1114	1653	1280	748	775
latens_genome_00009256	420	36	48	323	128	207	4432	3722	3171	1394	1938	2046	4115	1675	1518
latens_genome_00009258	2180	1618	2231	5125	6467	9595	2507	3116	2259	4008	6143	5837	4517	5304	5297
latens_genome_00009259	520	318	234	5387	6563	4848	813	1092	285	9502	12752	3888	5081	4099	3992
latens_genome_00009260	12460	5645	11737	49049	48991	95721	618	440	322	3978	4623	7296	7422	19363	6492
latens_genome_00009261	2012	687	1462	18029	6302	20177	8724	6693	9460	69850	63483	118546	32201	30787	30494
latens_genome_00009262	2462	418	802	1643	2051	2652	35436	33005	15079	13169	13486	7076	15981	7463	6838
latens_genome_00009263	391	36	142	623	274	359	60	42	30	375	432	416	718	675	517
latens_genome_00009264	6343	4552	6006	4388	4069	4535	1566	531	869	866	917	1731	3947	6864	3332
latens_genome_00009267	1774	1745	1102	6013	9064	7048	7683	3518	5029	5062	3934	9180	4598	3405	4147
latens_genome_00009268	6	2	0	15	4	1	0	0	2	0	8	0	0	4	0
latens_genome_00009270	25590	33181	32737	19759	22691	19461	6638	5594	10909	6956	6094	11767	9536	11851	8404
latens_genome_00009274	39	4	4	32	18	8	4	4	0	4	14	2	0	2	2
latens_genome_00009276	31282	30867	26406	24764	22518	16706	4036	2442	2892	1788	2200	2983	7247	17951	8320
latens_genome_00009303	419	222	132	2074	1076	1509	276	192	595	1058	1358	1983	3460	2428	2039
latens_genome_00009306	61374	83974	78594	48555	67033	45590	6709	9165	8881	8996	11467	11765	14986	29038	15106
latens_genome_00009307	36400	41792	32669	30811	32709	24253	1904	1235	2220	1648	2422	3548	9673	21472	10075
latens_genome_00009308	7325	7886	11011	8127	6502	10492	2686	3757	1794	2648	3836	4110	6219	6926	5146
latens_genome_00009310	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0
latens_genome_00009311	38	26	50	78	71	110	90	206	134	160	128	122	194	194	139
latens_genome_00009312	12706	11850	9473	10951	10069	7558	3990	1511	2598	1940	2004	3518	7352	10962	6033
latens_genome_00009313	270	228	192	1041	667	878	211	207	40	781	1162	401	773	548	384
latens_genome_00009315	54	28	34	59	13	64	561	876	168	252	261	122	629	268	281
latens_genome_00009317	0	0	2	0	0	0	0	0	0	0	0	0	9	0	0
latens_genome_00009318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009320	10	4	99	56	62	717	2	68	50	1002	1366	1104	1278	1020	1094
latens_genome_00009321	0	0	0	4	0	0	0	6	2	2	20	10	26	20	25
latens_genome_00009324	28	16	32	46	30	55	163	300	63	62	81	148	82	78	42
latens_genome_00009326	3	8	0	881	2	281	105	364	22	28315	34669	16373	8658	5566	4455
latens_genome_00009329	21207	20829	19969	16442	14438	13360	7813	2501	3778	3858	2596	4003	8299	11918	6624
latens_genome_00009304	9671	9070	18529	24934	52562	96356	17925	9812	11176	70506	39086	90345	116323	98118	92090
latens_genome_00009305	98657	121353	95367	87489	89726	57962	44211	18850	35580	33076	23917	41831	53525	63393	44291
latens_genome_00009309	46	4	38	6	2	2	828	1201	1133	328	212	238	256	78	84
latens_genome_00009314	36	131	25	157	679	246	32	23	28	149	240	455	1903	1680	1611
latens_genome_00009316	37	25	101	66	27	66	16	37	33	51	72	77	375	288	274
latens_genome_00009319	114	52	62	836	358	606	70	58	50	1813	3204	4001	10662	8765	5944
latens_genome_00009322	4	0	0	2	0	6	0	2	4	0	0	15	0	4	0
latens_genome_00009323	10770	6208	8090	21919	25370	32354	4569	8778	2332	12867	16160	11336	10863	12042	10405
latens_genome_00009325	22	38	34	52	138	102	10	10	2	104	174	58	234	199	144
latens_genome_00009327	23	4	26	217	191	203	57	8	18	214	240	326	823	803	608
latens_genome_00009328	2154	1118	2336	2073	2119	2868	10947	4937	6465	3723	3886	5914	13926	11931	8275
latens_genome_00009277	87	132	128	94	66	54	43	42	35	37	39	80	347	345	190
latens_genome_00009279	14381	11010	11280	11305	10682	8594	4601	2261	4233	2074	2371	5065	9580	14262	8079
latens_genome_00009280	10437	7272	7561	8731	7864	7010	1727	686	1649	825	927	2077	5897	9739	5169
latens_genome_00009282	12433	14126	11530	9726	9565	7786	2614	1277	1809	1569	1539	2834	5750	9054	5240
latens_genome_00009285	14363	16059	11529	20620	22917	22771	9189	4141	5600	10724	9186	19349	25408	26664	19367
latens_genome_00009286	15868	19306	17375	19159	24085	27399	18805	13294	13703	15596	11911	20765	23504	21759	18533
latens_genome_00009288	35	45	17	19	14	12	199	339	259	33	42	82	101	58	34
latens_genome_00009289	16	18	12	20	6	12	10	8	10	14	28	114	162	94	32
latens_genome_00009292	2	0	0	0	0	0	0	0	0	0	0	0	6	4	0
latens_genome_00009294	4258	2477	4312	4063	2996	3927	1486	712	17821	1498	1661	17469	4048	4665	3491
latens_genome_00009298	13	14	12	18	22	23	44	173	15	22	54	65	36	31	37
latens_genome_00009300	186	258	292	283	268	186	39	48	6	120	122	22	325	373	203
latens_genome_00009278	6432	7820	9398	3537	5763	6008	756	583	115	556	500	285	1588	3196	1616
latens_genome_00009281	17147	17025	19462	12960	13723	11406	10386	12722	8650	9938	6966	6926	6244	6836	5347
latens_genome_00009283	136	168	187	424	346	321	435	773	225	904	1398	794	556	319	302
latens_genome_00009284	4	6	6	3	0	5	14	23	6	8	10	4	103	64	21
latens_genome_00009287	17	5	13	15	4	0	42	57	48	35	20	13	101	113	18
latens_genome_00009290	446	85	148	2858	1006	1885	484	475	215	2601	4378	3691	6368	4342	4355
latens_genome_00009291	5	4	4	26	46	33	14	3	7	98	82	164	569	583	184
latens_genome_00009295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009297	0	4	6	0	2	2	0	4	0	4	15	0	17	27	10
latens_genome_00009299	2	1	8	15	10	0	2	2	0	12	15	0	64	62	41
latens_genome_00009301	72658	70262	78882	51014	57412	44737	46483	17831	20343	21264	18153	22186	84578	98773	55779
latens_genome_00009302	7223	7282	5678	7476	6160	6383	2742	1939	1626	2446	2606	4387	9672	9084	6504
latens_genome_00009293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009354	82	64	99	281	208	400	84	24	112	246	339	766	3576	3013	2214
latens_genome_00009355	45564	30416	44700	25100	26557	29563	13585	4695	10946	6582	5824	10639	32459	52917	33806
latens_genome_00009357	2404	1691	1127	12008	15176	15962	638	491	395	2519	3550	4175	3314	5124	2561
latens_genome_00009359	123	47	106	690	310	687	315	235	167	1411	1015	695	520	408	342
latens_genome_00009360	28932	44263	27888	28194	30170	21657	6568	2769	4876	7239	5070	13496	18908	23932	16023
latens_genome_00009365	75278	80199	61793	59289	61526	42224	9808	6044	8522	4165	4419	8071	25334	48598	24936
latens_genome_00009366	11976	9303	11576	9142	8782	9092	634	418	1049	709	934	2144	3619	7460	3775
latens_genome_00009367	109	132	100	80	50	93	3	2	9	15	15	7	52	80	54
latens_genome_00009368	24858	28775	23842	22564	20263	14610	1332	672	1524	1865	3232	6311	22078	24657	16307
latens_genome_00009370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009358	6553	7217	6382	5269	6377	4890	2736	2174	1498	1356	1349	2235	3905	5909	3398
latens_genome_00009361	757	546	308	2215	1647	1664	439	366	159	1189	1363	2023	3013	3121	2326
latens_genome_00009362	894	287	289	2798	2262	3293	4376	2159	3693	3820	3967	7821	17627	12671	12150
latens_genome_00009363	6888	6175	4876	5919	5041	4567	1623	771	1258	1136	1472	2101	4243	6517	3278
latens_genome_00009364	98695	164604	136577	76705	96825	73508	7416	4778	6245	3336	3134	6258	14043	42479	14563
latens_genome_00009398	119	170	164	888	1001	962	64	53	94	793	872	1587	2817	2168	1798
latens_genome_00009400	618	0	248	271	0	82	15739	40688	13007	7422	7238	4341	2589	1168	1011
latens_genome_00009401	3581	4012	5470	2668	2581	3328	283	173	537	266	364	919	3133	3532	2291
latens_genome_00009402	17163	13014	13928	13375	12896	10889	3536	1574	2744	1535	2050	3283	10003	17550	9644
latens_genome_00009404	0	6	0	0	1	17	0	0	0	17	7	14	45	10	31
latens_genome_00009405	54	28	25	77	78	98	25	83	26	60	70	178	695	357	480
latens_genome_00009408	16173	18594	15451	13383	13775	10492	3567	1492	1476	1411	1454	1624	6052	11323	5093
latens_genome_00009409	10527	15578	16272	8176	10418	6002	3060	2910	2552	3594	2207	3195	3001	5192	3248
latens_genome_00009411	7142	24	1974	2405	12	877	171612	81988	50058	58191	31087	34073	35026	17645	16176
latens_genome_00009412	22305	20121	13546	18252	18539	12046	4364	2560	2938	2807	2855	4351	10738	14077	10864
latens_genome_00009413	25784	25693	27686	25651	29069	31733	11801	10926	10466	13791	13016	22819	24653	29030	24713
latens_genome_00009414	120	29	61	214	230	176	1632	529	162	582	305	331	1161	1173	919
latens_genome_00009416	185	97	49	311	339	379	147	188	43	371	550	373	1828	1422	1257
latens_genome_00009399	0	0	0	3	0	0	18	21	2	11	3	0	4	7	0
latens_genome_00009403	195	164	314	2021	1575	1707	213	484	203	4775	4591	3724	1278	1078	1288
latens_genome_00009406	48677	50042	47697	41610	38890	32838	3112	2081	1196	1375	1746	1895	8019	25145	10669
latens_genome_00009407	9074	13279	11641	7529	8500	8277	3451	2166	4040	2203	2414	5731	6634	7631	5362
latens_genome_00009410	8	3	7	875	10	282	265	542	153	10428	22975	9030	7425	3620	4268
latens_genome_00009415	5	31	0	11	16	2	156	1	0	12	13	10	748	291	626
latens_genome_00009371	298	269	539	353	348	416	151	157	136	153	230	255	405	314	237
latens_genome_00009373	3726	319	828	1057	170	493	60224	44451	41577	21607	14540	17789	10268	4531	4464
latens_genome_00009376	395	290	78	878	444	1122	375	217	100	862	348	508	628	632	511
latens_genome_00009378	28472	38786	29978	19631	23951	16966	2235	1074	1809	1260	1172	2581	4909	10812	5916
latens_genome_00009379	35877	39440	33789	29192	33770	27495	22120	11870	16785	11248	11161	18269	21469	23121	16670
latens_genome_00009380	5844	4058	5503	6410	4037	4916	1695	944	1686	1410	1616	3446	6723	6892	4861
latens_genome_00009382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
latens_genome_00009384	59827	81307	66563	64819	122486	84508	31915	23726	43826	48455	39722	78092	62624	66283	56671
latens_genome_00009391	69476	82187	66816	71144	57235	46077	28701	15204	17983	37585	24913	38526	65000	61165	52958
latens_genome_00009392	197	239	168	278	1271	262	82	170	70	182	146	182	153	146	132
latens_genome_00009394	17348	14989	12575	13588	12551	7710	2089	1127	340	658	895	649	3920	8723	4367
latens_genome_00009395	41182	56361	47828	43719	39399	32401	7686	4592	3507	15036	11415	16558	20361	26070	17044
latens_genome_00009397	410	8	123	149	5	56	8102	8388	4031	2627	2347	1521	1905	929	902
latens_genome_00009369	47002	52342	40332	40324	44277	34321	16169	14243	13437	9831	11353	14549	19437	28325	17555
latens_genome_00009372	21865	12475	17140	14983	12779	14742	9694	4272	3744	3085	3528	3763	13252	20169	11238
latens_genome_00009374	28	6	22	146	246	256	110	152	38	362	448	227	178	109	138
latens_genome_00009375	2	0	0	2	6	6	0	3	0	4	12	13	8	4	6
latens_genome_00009377	4014	12	1055	1248	20	417	84580	41146	53922	28638	14703	35703	17417	8048	7032
latens_genome_00009381	15966	13676	12358	16904	13266	15297	8541	4702	4929	8045	6430	8687	16961	14210	12644
latens_genome_00009383	30654	39920	26727	34120	31896	28163	7635	4942	5396	5088	5638	8698	12055	18253	10114
latens_genome_00009385	17429	19727	16408	12774	13411	10179	4560	5823	5638	4217	3682	4404	4364	6744	4202
latens_genome_00009386	45	20	27	255	152	252	195	140	132	276	327	453	644	564	462
latens_genome_00009387	65	26	67	414	28	239	203	246	66	4381	5464	2048	7494	7882	7127
latens_genome_00009388	10377	11792	9780	7357	7253	5091	1811	1528	1419	1572	1382	1678	2701	4622	3141
latens_genome_00009389	13599	17221	12289	10706	13245	9176	2086	1051	1984	2072	1552	4636	5015	6925	4616
latens_genome_00009390	40752	52972	39886	33224	36179	30997	3105	1643	2044	1847	2438	4636	10325	20211	10240
latens_genome_00009393	59072	55025	58576	39913	40448	34024	1218	214	1741	484	787	3221	10623	35750	14464
latens_genome_00009396	17200	22278	17940	12168	13123	8899	2857	1786	2189	1400	1034	1878	2267	5811	2649
latens_genome_00009333	300	252	343	982	947	866	198	290	204	1054	1240	1820	900	888	780
latens_genome_00009334	112	144	249	241	621	292	40	48	29	248	270	411	2109	1191	1233
latens_genome_00009339	515	795	1549	1110	4353	5820	435	721	252	549	1335	1218	1568	1695	1155
latens_genome_00009341	1399	16	242	713	29	238	23881	17213	15258	7534	8972	11697	16329	7677	8456
latens_genome_00009342	1353	1942	1738	2951	4261	4288	559	773	1163	1663	3488	5772	18561	12188	8907
latens_genome_00009344	2645	743	1785	6089	4374	5952	1587	2056	1315	3117	4739	4539	2622	2619	2103
latens_genome_00009345	19063	15643	18741	10800	10567	10511	2052	982	1652	1276	1605	2845	9138	17382	8742
latens_genome_00009346	233	1220	46	598	8009	1240	170	48	220	820	1206	1990	55071	31228	38038
latens_genome_00009347	20	20	4	157	150	145	60	38	38	291	250	662	473	350	241
latens_genome_00009350	8	6	2	2590	6	1082	278	1026	46	77979	69714	38723	42620	27449	28638
latens_genome_00009351	218	268	244	320	430	330	14	8	8	134	136	221	3572	2457	1830
latens_genome_00009352	38	72	34	94	388	143	54	64	40	98	202	184	1691	927	971
latens_genome_00009330	6729	58	4335	2124	310	1134	194062	154650	58706	95146	45476	29955	45312	25890	22468
latens_genome_00009331	762	0	194	254	8	90	14983	14016	7701	4622	4628	2530	3629	1514	1561
latens_genome_00009332	38	29	51	61	201	96	31	41	46	25	104	174	1157	861	788
latens_genome_00009335	46	41	20	100	124	158	19	24	25	132	232	292	456	419	296
latens_genome_00009336	7214	14761	13629	6741	10429	7448	118	150	10	55	360	166	819	3074	804
latens_genome_00009337	25783	563	18704	21839	4749	33606	506992	448048	227511	258606	148035	259655	139286	74148	82613
latens_genome_00009338	232	128	396	870	551	1618	150	187	50	794	850	1022	1887	1552	1510
latens_genome_00009340	168	30	63	158	155	140	2577	7529	1545	916	1169	365	668	266	319
latens_genome_00009343	208	360	104	624	1376	678	300	44	40	652	254	891	20804	11983	8962
latens_genome_00009348	939	203	679	3093	1575	2799	797	1085	620	3414	3903	4464	3162	2880	2208
latens_genome_00009349	11	2	0	2138	11	948	158	1113	20	64448	82545	29274	30997	18981	20861
latens_genome_00009353	53	16	54	134	86	180	8	4	0	56	117	102	491	367	270
latens_genome_00009441	53301	63623	44445	41504	51335	34795	12011	5010	9551	5951	5549	10392	16169	27445	14869
latens_genome_00009442	0	1	0	0	26	19	1	0	0	13	10	0	57	47	53
